canton_id	canton_name	type_article	region	departement
01	Ambérieu-en-Bugey	1	82	01
02	Attignat	1	82	01
03	Bellegarde-sur-Valserine	0	82	01
04	Belley	0	82	01
05	Bourg-en-Bresse-1	0	82	01
06	Bourg-en-Bresse-2	0	82	01
07	Ceyzériat	0	82	01
08	Châtillon-sur-Chalaronne	0	82	01
09	Gex	0	82	01
10	Hauteville-Lompnes	0	82	01
11	Lagnieu	0	82	01
12	Meximieux	0	82	01
13	Miribel	0	82	01
14	Nantua	0	82	01
15	Oyonnax	1	82	01
16	Pont-d'Ain	0	82	01
17	Replonges	0	82	01
18	Saint-Étienne-du-Bois	0	82	01
19	Saint-Genis-Pouilly	0	82	01
20	Thoiry	0	82	01
21	Trévoux	0	82	01
22	Villars-les-Dombes	0	82	01
23	Vonnas	0	82	01
01	Bohain-en-Vermandois	0	22	02
02	Château-Thierry	0	22	02
03	Chauny	0	22	02
04	Essômes-sur-Marne	1	22	02
05	Fère-en-Tardenois	0	22	02
06	Guignicourt	0	22	02
07	Guise	0	22	02
08	Hirson	1	22	02
09	Laon-1	0	22	02
10	Laon-2	0	22	02
11	Marle	0	22	02
12	Ribemont	0	22	02
13	Saint-Quentin-1	0	22	02
14	Saint-Quentin-2	0	22	02
15	Saint-Quentin-3	0	22	02
16	Soissons-1	0	22	02
17	Soissons-2	0	22	02
18	Tergnier	0	22	02
19	Vervins	0	22	02
20	Vic-sur-Aisne	0	22	02
21	Villers-Cotterêts	0	22	02
01	Bellerive-sur-Allier	0	83	03
02	Bourbon-l'Archambault	0	83	03
03	Commentry	0	83	03
04	Cusset	0	83	03
05	Dompierre-sur-Besbre	0	83	03
06	Gannat	0	83	03
07	Huriel	1	83	03
08	Lapalisse	0	83	03
09	Montluçon-1	0	83	03
10	Montluçon-2	0	83	03
11	Montluçon-3	0	83	03
12	Montluçon-4	0	83	03
13	Moulins-1	0	83	03
14	Moulins-2	0	83	03
15	Saint-Pourçain-sur-Sioule	0	83	03
16	Souvigny	0	83	03
17	Vichy-1	0	83	03
18	Vichy-2	0	83	03
19	Yzeure	1	83	03
01	Barcelonnette	0	93	04
02	Castellane	0	93	04
03	Château-Arnoux-Saint-Auban	0	93	04
04	Digne-les-Bains-1	0	93	04
05	Digne-les-Bains-2	0	93	04
06	Forcalquier	0	93	04
07	Manosque-1	0	93	04
08	Manosque-2	0	93	04
09	Manosque-3	0	93	04
10	Oraison	1	93	04
11	Reillanne	0	93	04
12	Riez	0	93	04
13	Seyne	0	93	04
14	Sisteron	0	93	04
15	Valensole	0	93	04
01	Argentière-la-Bessée	5	93	05
02	Briançon-1	0	93	05
03	Briançon-2	0	93	05
04	Chorges	0	93	05
05	Embrun	1	93	05
06	Gap-1	0	93	05
07	Gap-2	0	93	05
08	Gap-3	0	93	05
09	Gap-4	0	93	05
10	Guillestre	0	93	05
11	Laragne-Montéglin	0	93	05
12	Saint-Bonnet-en-Champsaur	0	93	05
13	Serres	0	93	05
14	Tallard	0	93	05
15	Veynes	0	93	05
01	Antibes-1	1	93	06
02	Antibes-2	1	93	06
03	Antibes-3	1	93	06
04	Beausoleil	0	93	06
05	Cagnes-sur-Mer-1	0	93	06
06	Cagnes-sur-Mer-2	0	93	06
07	Cannes-1	0	93	06
08	Cannes-2	0	93	06
09	Cannet	2	93	06
10	Contes	0	93	06
11	Grasse-1	0	93	06
12	Grasse-2	0	93	06
13	Mandelieu-la-Napoule	0	93	06
14	Menton	0	93	06
15	Nice-1	0	93	06
16	Nice-2	0	93	06
17	Nice-3	0	93	06
18	Nice-4	0	93	06
19	Nice-5	0	93	06
20	Nice-6	0	93	06
21	Nice-7	0	93	06
22	Nice-8	0	93	06
23	Nice-9	0	93	06
24	Tourrette-Levens	0	93	06
25	Valbonne	0	93	06
26	Vence	0	93	06
27	Villeneuve-Loubet	0	93	06
01	Annonay-1	1	82	07
02	Annonay-2	1	82	07
03	Aubenas-1	1	82	07
04	Aubenas-2	1	82	07
05	Bourg-Saint-Andéol	0	82	07
06	Cheylard	2	82	07
07	Guilherand-Granges	0	82	07
08	Lamastre	0	82	07
09	Pouzin	2	82	07
10	Privas	0	82	07
11	Sarras	0	82	07
12	Teil	2	82	07
13	Thueyts	0	82	07
14	Tournon-sur-Rhône	0	82	07
15	Vallon-Pont-d'Arc	0	82	07
16	Vans	4	82	07
17	Voulte-sur-Rhône	3	82	07
01	Attigny	1	21	08
02	Bogny-sur-Meuse	0	21	08
03	Carignan	0	21	08
04	Charleville-Mézières-1	0	21	08
05	Charleville-Mézières-2	0	21	08
06	Charleville-Mézières-3	0	21	08
07	Charleville-Mézières-4	0	21	08
08	Château-Porcien	0	21	08
09	Givet	0	21	08
10	Nouvion-sur-Meuse	0	21	08
11	Rethel	0	21	08
12	Revin	0	21	08
13	Rocroi	0	21	08
14	Sedan-1	0	21	08
15	Sedan-2	0	21	08
16	Sedan-3	0	21	08
17	Signy-l'Abbaye	0	21	08
18	Villers-Semeuse	0	21	08
19	Vouziers	0	21	08
01	Haute-Ariège	0	73	09
02	Arize-Lèze	1	73	09
03	Couserans Est	0	73	09
04	Couserans Ouest	0	73	09
05	Foix	0	73	09
06	Mirepoix	0	73	09
07	Pamiers-1	0	73	09
08	Pamiers-2	0	73	09
09	Pays d'Olmes	0	73	09
10	Portes d'Ariège	0	73	09
11	Portes du Couserans	0	73	09
12	Sabarthès	0	73	09
13	Val d'Ariège	0	73	09
01	Aix-en-Othe	1	21	10
02	Arcis-sur-Aube	1	21	10
03	Bar-sur-Aube	0	21	10
04	Bar-sur-Seine	0	21	10
05	Brienne-le-Château	0	21	10
06	Creney-près-Troyes	0	21	10
07	Nogent-sur-Seine	0	21	10
08	Riceys	4	21	10
09	Romilly-sur-Seine	0	21	10
10	Saint-André-les-Vergers	0	21	10
11	Saint-Lyé	0	21	10
12	Troyes-1	0	21	10
13	Troyes-2	0	21	10
14	Troyes-3	0	21	10
15	Troyes-4	0	21	10
16	Troyes-5	0	21	10
17	Vendeuvre-sur-Barse	0	21	10
01	Bram	0	91	11
02	Carcassonne-1	0	91	11
03	Carcassonne-2	0	91	11
04	Carcassonne-3	0	91	11
05	Castelnaudary	0	91	11
06	Coursan	0	91	11
07	Fabrezan	0	91	11
08	Lézignan-Corbières	0	91	11
09	Limoux	0	91	11
10	Montréal	0	91	11
11	Narbonne-1	0	91	11
12	Narbonne-2	0	91	11
13	Narbonne-3	0	91	11
14	Quillan	0	91	11
15	Rieux-Minervois	0	91	11
16	Sallèles-d'Aude	0	91	11
17	Sigean	0	91	11
18	Trèbes	0	91	11
19	Villemoustaussou	0	91	11
01	Aubrac et Carladez	1	73	12
02	Aveyron et Tarn	1	73	12
03	Causse-Comtal	0	73	12
04	Causses-Rougiers	0	73	12
05	Ceor-Ségala	0	73	12
06	Enne et Alzou	1	73	12
07	Lot et Dourdou	0	73	12
08	Lot et Montbazinois	0	73	12
09	Lot et Palanges	0	73	12
10	Lot et Truyère	0	73	12
11	Millau-1	0	73	12
12	Millau-2	0	73	12
13	Monts du Réquistanais	0	73	12
14	Nord-Lévezou	0	73	12
15	Raspes et Lévezou	0	73	12
16	Rodez-1	0	73	12
17	Rodez-2	0	73	12
18	Rodez-Onet	0	73	12
19	Saint-Affrique	0	73	12
20	Tarn et Causses	0	73	12
21	Vallon	0	73	12
22	Villefranche-de-Rouergue	0	73	12
23	Villeneuvois et Villefranchois	0	73	12
01	Aix-en-Provence-1	1	93	13
02	Aix-en-Provence-2	1	93	13
03	Allauch	1	93	13
04	Arles	1	93	13
05	Aubagne	1	93	13
06	Berre-l'Étang	0	93	13
07	Châteaurenard	0	93	13
08	Ciotat	3	93	13
09	Gardanne	0	93	13
10	Istres	1	93	13
11	Marignane	0	93	13
12	Marseille-1	0	93	13
13	Marseille-2	0	93	13
14	Marseille-3	0	93	13
15	Marseille-4	0	93	13
16	Marseille-5	0	93	13
17	Marseille-6	0	93	13
18	Marseille-7	0	93	13
19	Marseille-8	0	93	13
20	Marseille-9	0	93	13
21	Marseille-10	0	93	13
22	Marseille-11	0	93	13
23	Marseille-12	0	93	13
24	Martigues	0	93	13
25	Pélissanne	0	93	13
26	Salon-de-Provence-1	0	93	13
27	Salon-de-Provence-2	0	93	13
28	Trets	0	93	13
29	Vitrolles	0	93	13
01	Aunay-sur-Odon	1	25	14
02	Bayeux	0	25	14
03	Bretteville-l'Orgueilleuse	0	25	14
04	Cabourg	0	25	14
05	Caen-1	0	25	14
06	Caen-2	0	25	14
07	Caen-3	0	25	14
08	Caen-4	0	25	14
09	Caen-5	0	25	14
10	Condé-sur-Noireau	0	25	14
11	Courseulles-sur-Mer	0	25	14
12	Évrecy	1	25	14
13	Falaise	0	25	14
14	Hérouville-Saint-Clair	1	25	14
15	Honfleur-Deauville	0	25	14
16	Ifs	1	25	14
17	Lisieux	0	25	14
18	Livarot	0	25	14
19	Mézidon-Canon	0	25	14
20	Ouistreham	1	25	14
21	Pont-l'Évêque	0	25	14
22	Thury-Harcourt	0	25	14
23	Trévières	0	25	14
24	Troarn	0	25	14
25	Vire	0	25	14
01	Arpajon-sur-Cère	1	83	15
02	Aurillac-1	1	83	15
03	Aurillac-2	1	83	15
04	Aurillac-3	1	83	15
05	Mauriac	0	83	15
06	Maurs	0	83	15
07	Murat	0	83	15
08	Naucelles	0	83	15
09	Neuvéglise	0	83	15
10	Riom-ès-Montagnes	0	83	15
11	Saint-Flour-1	0	83	15
12	Saint-Flour-2	0	83	15
13	Saint-Paul-des-Landes	0	83	15
14	Vic-sur-Cère	0	83	15
15	Ydes	1	83	15
01	Angoulême-1	1	54	16
02	Angoulême-2	1	54	16
03	Angoulême-3	1	54	16
04	Boëme-Echelle	0	54	16
05	Boixe-et-Manslois	0	54	16
06	Charente-Bonnieure	0	54	16
07	Charente-Champagne	0	54	16
08	Charente-Nord	0	54	16
09	Charente-Sud	0	54	16
10	Charente-Vienne	0	54	16
11	Cognac-1	0	54	16
12	Cognac-2	0	54	16
13	Couronne	3	54	16
14	Gond-Pontouvre	0	54	16
15	Jarnac	0	54	16
16	Touvre-et-Braconne	0	54	16
17	Tude-et-Lavalette	0	54	16
18	Val de Nouère	0	54	16
19	Val de Tardoire	0	54	16
01	Aytré	1	54	17
02	Chaniers	0	54	17
03	Châtelaillon-Plage	0	54	17
04	Île d'Oléron	5	54	17
05	Île de Ré	5	54	17
06	Jarrie	3	54	17
07	Jonzac	0	54	17
08	Lagord	0	54	17
09	Marans	0	54	17
10	Marennes	0	54	17
11	Matha	0	54	17
12	Pons	0	54	17
13	Rochefort	0	54	17
14	Rochelle-1	3	54	17
15	Rochelle-2	3	54	17
16	Rochelle-3	3	54	17
17	Royan	0	54	17
18	Saint-Jean-d'Angély	0	54	17
19	Saint-Porchaire	0	54	17
20	Saintes	0	54	17
21	Saintonge Estuaire	0	54	17
22	Saujon	0	54	17
23	Surgères	0	54	17
24	Thénac	0	54	17
25	Tonnay-Charente	0	54	17
26	Tremblade	3	54	17
27	Trois Monts	4	54	17
01	Aubigny-sur-Nère	1	24	18
02	Avord	1	24	18
03	Bourges-1	0	24	18
04	Bourges-2	0	24	18
05	Bourges-3	0	24	18
06	Bourges-4	0	24	18
07	Chârost	0	24	18
08	Châteaumeillant	0	24	18
09	Dun-sur-Auron	0	24	18
10	Guerche-sur-l'Aubois	3	24	18
11	Mehun-sur-Yèvre	0	24	18
12	Saint-Amand-Montrond	0	24	18
13	Saint-Doulchard	0	24	18
14	Saint-Germain-du-Puy	0	24	18
15	Saint-Martin-d'Auxigny	0	24	18
16	Sancerre	0	24	18
17	Trouy	0	24	18
18	Vierzon-1	0	24	18
19	Vierzon-2	0	24	18
01	Allassac	1	74	19
02	Argentat	1	74	19
03	Brive-la-Gaillarde-1	0	74	19
04	Brive-la-Gaillarde-2	0	74	19
05	Brive-la-Gaillarde-3	0	74	19
06	Brive-la-Gaillarde-4	0	74	19
07	Égletons	1	74	19
08	Haute-Dordogne	0	74	19
09	Malemort-sur-Corrèze	0	74	19
10	Midi Corrézien	0	74	19
11	Naves	0	74	19
12	Plateau de Millevaches	0	74	19
13	Saint-Pantaléon-de-Larche	0	74	19
14	Sainte-Fortunade	0	74	19
15	Seilhac-Monédières	0	74	19
16	Tulle	0	74	19
17	Ussel	1	74	19
18	Uzerche	1	74	19
19	Yssandonnais	5	74	19
01	Ajaccio-1	1	94	2A
02	Ajaccio-2	1	94	2A
03	Ajaccio-3	1	94	2A
04	Ajaccio-4	1	94	2A
05	Ajaccio-5	1	94	2A
06	Bavella	0	94	2A
07	Grand Sud	0	94	2A
08	Gravona-Prunelli	0	94	2A
09	Sartenais-Valinco	0	94	2A
10	Sevi-Sorru-Cinarca	0	94	2A
11	Taravo-Ornano	0	94	2A
01	Bastia-1	0	94	2B
02	Bastia-2	0	94	2B
03	Bastia-3	0	94	2B
04	Bastia-4	0	94	2B
05	Biguglia-Nebbio	0	94	2B
06	Borgo	0	94	2B
07	Calvi	0	94	2B
08	Cap Corse	0	94	2B
09	Casinca-Fumalto	0	94	2B
10	Castagniccia	0	94	2B
11	Corte	0	94	2B
12	Fiumorbo-Castello	0	94	2B
13	Ghisonaccia	0	94	2B
14	Golo-Morosaglia	0	94	2B
15	île-Rousse	5	94	2B
01	Arnay-le-Duc	1	26	21
02	Auxonne	1	26	21
03	Beaune	0	26	21
04	Brazey-en-Plaine	0	26	21
05	Châtillon-sur-Seine	0	26	21
06	Chenôve	0	26	21
07	Chevigny-Saint-Sauveur	0	26	21
08	Dijon-1	0	26	21
09	Dijon-2	0	26	21
10	Dijon-3	0	26	21
11	Dijon-4	0	26	21
12	Dijon-5	0	26	21
13	Dijon-6	0	26	21
14	Fontaine-lès-Dijon	0	26	21
15	Genlis	0	26	21
16	Is-sur-Tille	1	26	21
17	Ladoix-Serrigny	0	26	21
18	Longvic	0	26	21
19	Montbard	0	26	21
20	Nuits-Saint-Georges	0	26	21
21	Saint-Apollinaire	0	26	21
22	Semur-en-Auxois	0	26	21
23	Talant	0	26	21
01	Bégard	0	53	22
02	Broons	0	53	22
03	Callac	0	53	22
04	Dinan	0	53	22
05	Guingamp	0	53	22
06	Lamballe	0	53	22
07	Lannion	0	53	22
08	Lanvallay	0	53	22
09	Loudéac	0	53	22
10	Mûr-de-Bretagne	0	53	22
11	Paimpol	0	53	22
12	Perros-Guirec	0	53	22
13	Plaintel	0	53	22
14	Plancoët	0	53	22
15	Plélo	0	53	22
16	Plénée-Jugon	0	53	22
17	Pléneuf-Val-André	0	53	22
18	Plérin	0	53	22
19	Pleslin-Trigavou	0	53	22
20	Plestin-les-Grèves	0	53	22
21	Ploufragan	0	53	22
22	Plouha	0	53	22
23	Rostrenen	0	53	22
24	Saint-Brieuc-1	0	53	22
25	Saint-Brieuc-2	0	53	22
26	Trégueux	0	53	22
27	Tréguier	0	53	22
01	Ahun	1	74	23
02	Aubusson	1	74	23
03	Auzances	1	74	23
04	Bonnat	0	74	23
05	Bourganeuf	0	74	23
06	Boussac	0	74	23
07	Dun-le-Palestel	0	74	23
08	Évaux-les-Bains	1	74	23
09	Felletin	0	74	23
10	Gouzon	0	74	23
11	Grand-Bourg	2	74	23
12	Guéret-1	0	74	23
13	Guéret-2	0	74	23
14	Saint-Vaury	0	74	23
15	Souterraine	3	74	23
01	Bergerac-1	0	72	24
02	Bergerac-2	0	72	24
03	Brantôme	0	72	24
04	Coulounieix-Chamiers	0	72	24
05	Haut-Périgord Noir	2	72	24
06	Isle-Loue-Auvézère	1	72	24
07	Isle-Manoire	1	72	24
08	Lalinde	0	72	24
09	Montpon-Ménestérol	0	72	24
10	Pays de la Force	0	72	24
11	Pays de Montaigne et Gurson	0	72	24
12	Périgord Central	0	72	24
13	Périgord Vert Nontronnais	0	72	24
14	Périgueux-1	0	72	24
15	Périgueux-2	0	72	24
16	Ribérac	0	72	24
17	Saint-Astier	0	72	24
18	Sarlat-la-Canéda	0	72	24
19	Sud-Bergeracois	0	72	24
20	Terrasson-Lavilledieu	0	72	24
21	Thiviers	0	72	24
22	Trélissac	0	72	24
23	Vallée Dordogne	0	72	24
24	Vallée de l'Isle	0	72	24
25	Vallée de l'Homme	0	72	24
01	Audincourt	1	43	25
02	Baume-les-Dames	0	43	25
03	Bavans	0	43	25
04	Besançon-1	0	43	25
05	Besançon-2	0	43	25
06	Besançon-3	0	43	25
07	Besançon-4	0	43	25
08	Besançon-5	0	43	25
09	Besançon-6	0	43	25
10	Bethoncourt	0	43	25
11	Frasne	0	43	25
12	Maîche	0	43	25
13	Montbéliard	0	43	25
14	Morteau	0	43	25
15	Ornans	1	43	25
16	Pontarlier	0	43	25
17	Saint-Vit	0	43	25
18	Valdahon	0	43	25
19	Valentigney	0	43	25
01	Bourg-de-Péage	0	82	26
02	Crest	0	82	26
03	Dieulefit	0	82	26
04	Diois	2	82	26
05	Drôme des collines	0	82	26
06	Grignan	0	82	26
07	Loriol-sur-Drôme	0	82	26
08	Montélimar-1	0	82	26
09	Montélimar-2	0	82	26
10	Nyons et Baronnies	0	82	26
11	Romans-sur-Isère	0	82	26
12	Saint-Vallier	0	82	26
13	Tain-l'Hermitage	0	82	26
14	Tricastin	2	82	26
15	Valence-1	0	82	26
16	Valence-2	0	82	26
17	Valence-3	0	82	26
18	Valence-4	0	82	26
19	Vercors-Monts du Matin	0	82	26
01	Andelys	4	23	27
02	Bernay	0	23	27
03	Beuzeville	0	23	27
04	Bourg-Achard	0	23	27
05	Bourgtheroulde-Infreville	0	23	27
06	Breteuil	0	23	27
07	Brionne	0	23	27
08	Conches-en-Ouche	0	23	27
09	Évreux-1	1	23	27
10	Évreux-2	1	23	27
11	Évreux-3	1	23	27
12	Gaillon	0	23	27
13	Gisors	0	23	27
14	Louviers	0	23	27
15	Neubourg	2	23	27
16	Pacy-sur-Eure	0	23	27
17	Pont-Audemer	0	23	27
18	Pont-de-l'Arche	0	23	27
19	Romilly-sur-Andelle	0	23	27
20	Saint-André-de-l'Eure	0	23	27
21	Val-de-Reuil	0	23	27
22	Verneuil-sur-Avre	0	23	27
23	Vernon	0	23	27
01	Anet	1	24	28
02	Auneau	1	24	28
03	Brou	0	24	28
04	Chartres-1	0	24	28
05	Chartres-2	0	24	28
06	Chartres-3	0	24	28
07	Châteaudun	0	24	28
08	Dreux-1	0	24	28
09	Dreux-2	0	24	28
10	Épernon	1	24	28
11	Illiers-Combray	1	24	28
12	Lucé	0	24	28
13	Nogent-le-Rotrou	0	24	28
14	Saint-Lubin-des-Joncherets	0	24	28
15	Voves	0	24	28
01	Brest-1	0	53	29
02	Brest-2	0	53	29
03	Brest-3	0	53	29
04	Brest-4	0	53	29
05	Brest-5	0	53	29
06	Briec	0	53	29
07	Carhaix-Plouguer	0	53	29
08	Concarneau	0	53	29
09	Crozon	0	53	29
10	Douarnenez	0	53	29
11	Fouesnant	0	53	29
12	Guipavas	0	53	29
13	Landerneau	0	53	29
14	Landivisiau	0	53	29
15	Lesneven	0	53	29
16	Moëlan-sur-Mer	0	53	29
17	Morlaix	0	53	29
18	Plabennec	0	53	29
19	Plonéour-Lanvern	0	53	29
20	Plouigneau	0	53	29
21	Pont-de-Buis-lès-Quimerch	0	53	29
22	Pont-l'Abbé	0	53	29
23	Quimper-1	0	53	29
24	Quimper-2	0	53	29
25	Quimperlé	0	53	29
26	Saint-Pol-de-Léon	0	53	29
27	Saint-Renan	0	53	29
01	Aigues-Mortes	1	91	30
02	Alès-1	1	91	30
03	Alès-2	1	91	30
04	Alès-3	1	91	30
05	Bagnols-sur-Cèze	0	91	30
06	Beaucaire	0	91	30
07	Calvisson	0	91	30
08	Grand-Combe	3	91	30
09	Marguerittes	0	91	30
10	Nîmes-1	0	91	30
11	Nîmes-2	0	91	30
12	Nîmes-3	0	91	30
13	Nîmes-4	0	91	30
14	Pont-Saint-Esprit	0	91	30
15	Quissac	0	91	30
16	Redessan	0	91	30
17	Roquemaure	0	91	30
18	Rousson	0	91	30
19	Saint-Gilles	0	91	30
20	Uzès	1	91	30
21	Vauvert	0	91	30
22	Vigan	2	91	30
23	Villeneuve-lès-Avignon	0	91	30
01	Auterive	1	73	31
02	Bagnères-de-Luchon	0	73	31
03	Blagnac	0	73	31
04	Castanet-Tolosan	0	73	31
05	Castelginest	0	73	31
06	Cazères	0	73	31
07	Escalquens	1	73	31
08	Léguevin	0	73	31
09	Muret	0	73	31
10	Pechbonnieu	0	73	31
11	Plaisance-du-Touch	0	73	31
12	Portet-sur-Garonne	0	73	31
13	Revel	0	73	31
14	Saint-Gaudens	0	73	31
15	Toulouse-1	0	73	31
16	Toulouse-2	0	73	31
17	Toulouse-3	0	73	31
18	Toulouse-4	0	73	31
19	Toulouse-5	0	73	31
20	Toulouse-6	0	73	31
21	Toulouse-7	0	73	31
22	Toulouse-8	0	73	31
23	Toulouse-9	0	73	31
24	Toulouse-10	0	73	31
25	Toulouse-11	0	73	31
26	Tournefeuille	0	73	31
27	Villemur-sur-Tarn	0	73	31
01	Adour-Gersoise	1	73	32
02	Armagnac-Ténarèze	1	73	32
03	Astarac-Gimone	1	73	32
04	Auch-1	1	73	32
05	Auch-2	1	73	32
06	Auch-3	1	73	32
07	Baïse-Armagnac	0	73	32
08	Fezensac	0	73	32
09	Fleurance-Lomagne	0	73	32
10	Gascogne-Auscitaine	0	73	32
11	Gimone-Arrats	0	73	32
12	Grand-Bas-Armagnac	0	73	32
13	Isle-Jourdain	5	73	32
14	Lectoure-Lomagne	0	73	32
15	Mirande-Astarac	0	73	32
16	Pardiac-Rivière-Basse	0	73	32
17	Val de Save	0	73	32
01	Andernos-les-Bains	1	72	33
02	Bordeaux-1	0	72	33
03	Bordeaux-2	0	72	33
04	Bordeaux-3	0	72	33
05	Bordeaux-4	0	72	33
06	Bordeaux-5	0	72	33
07	Bouscat	2	72	33
08	Brède	3	72	33
09	Cenon	0	72	33
10	Coteaux de Dordogne	4	72	33
11	Créon	0	72	33
12	Entre-Deux-Mers	5	72	33
13	Estuaire	5	72	33
14	Gujan-Mestras	0	72	33
15	Landes des Graves	4	72	33
16	Libournais-Fronsadais	2	72	33
17	Lormont	0	72	33
18	Mérignac-1	0	72	33
19	Mérignac-2	0	72	33
20	Nord-Gironde	2	72	33
21	Nord-Libournais	2	72	33
22	Nord-Médoc	2	72	33
23	Pessac-1	0	72	33
24	Pessac-2	0	72	33
25	Portes du Médoc	4	72	33
