canton_id	canton_name	type_article	region	departement
11	Lescar, Gave et Terres du Pont-Long	0	72	64
12	Montagne Basque	0	72	64
13	Nive-Adour	0	72	64
14	Oloron-Sainte-Marie-1	1	72	64
15	Oloron-Sainte-Marie-2	1	72	64
16	Orthez et Terres des Gaves et du Sel	1	72	64
17	Ouzom, Gave et Rives du Neez	1	72	64
18	Pau-1	0	72	64
19	Pau-2	0	72	64
20	Pau-3	0	72	64
21	Pau-4	0	72	64
22	Pays de Bidache, Amikuze et Ostibarre	0	72	64
23	Pays de Morlaàs et du Montanérès	0	72	64
24	Saint-Jean-de-Luz	0	72	64
25	Terres des Luys et Coteaux du Vic-Bilh	0	72	64
26	Ustaritz-Vallées de Nive et Nivelle	1	72	64
27	Vallées de l'Ousse et du Lagoin	0	72	64
01	Aureilhan	1	73	65
02	Bordères-sur-l'Echez	0	73	65
03	Coteaux	4	73	65
04	Haute-Bigorre	3	73	65
05	Lourdes-1	0	73	65
06	Lourdes-2	0	73	65
07	Moyen Adour	0	73	65
08	Neste, Aure et Louron	0	73	65
09	Ossun	1	73	65
10	Tarbes-1	0	73	65
11	Tarbes-2	0	73	65
12	Tarbes-3	0	73	65
13	Val d'Adour-Rustan-Madiranais	0	73	65
14	Vallée de l'Arros et des Baïses	3	73	65
15	Vallée de la Barousse	3	73	65
16	Vallée des Gaves	3	73	65
17	Vic-en-Bigorre	0	73	65
01	Aspres	4	91	66
02	Canigou	2	91	66
03	Côte Sableuse	3	91	66
04	Côte Salanquaise	3	91	66
05	Côte Vermeille	3	91	66
06	Perpignan-1	0	91	66
07	Perpignan-2	0	91	66
08	Perpignan-3	0	91	66
09	Perpignan-4	0	91	66
10	Perpignan-5	0	91	66
11	Perpignan-6	0	91	66
12	Plaine d'Illibéris	3	91	66
13	Pyrénées catalanes	4	91	66
14	Ribéral	2	91	66
15	Vallée de l'Agly	3	91	66
16	Vallée de la Têt	3	91	66
17	Vallespir-Albères	0	91	66
01	Bischwiller	0	42	67
02	Bouxwiller	0	42	67
03	Brumath	0	42	67
04	Erstein	1	42	67
05	Haguenau	0	42	67
06	Hœnheim	0	42	67
07	Illkirch-Graffenstaden	1	42	67
08	Ingwiller	1	42	67
09	Lingolsheim	0	42	67
10	Molsheim	0	42	67
11	Mutzig	0	42	67
12	Obernai	1	42	67
13	Reichshoffen	0	42	67
14	Saverne	0	42	67
15	Schiltigheim	0	42	67
16	Sélestat	0	42	67
17	Strasbourg-1	0	42	67
18	Strasbourg-2	0	42	67
19	Strasbourg-3	0	42	67
20	Strasbourg-4	0	42	67
21	Strasbourg-5	0	42	67
22	Strasbourg-6	0	42	67
23	Wissembourg	0	42	67
01	Altkirch	1	42	68
02	Brunstatt	0	42	68
03	Cernay	0	42	68
04	Colmar-1	0	42	68
05	Colmar-2	0	42	68
06	Ensisheim	1	42	68
07	Guebwiller	0	42	68
08	Kingersheim	0	42	68
09	Masevaux	0	42	68
10	Mulhouse-1	0	42	68
11	Mulhouse-2	0	42	68
12	Mulhouse-3	0	42	68
13	Rixheim	0	42	68
14	Saint-Louis	0	42	68
15	Sainte-Marie-aux-Mines	0	42	68
16	Wintzenheim	0	42	68
17	Wittenheim	0	42	68
01	Anse	1	82	69
02	Arbresle	5	82	69
03	Belleville	0	82	69
04	Bois-d'Oingt	2	82	69
05	Brignais	0	82	69
06	Genas	0	82	69
07	Gleizé	0	82	69
08	Mornant	0	82	69
09	Saint-Symphorien-d'Ozon	0	82	69
10	Tarare	0	82	69
11	Thizy-les-Bourgs	0	82	69
12	Vaugneray	0	82	69
13	Villefranche-sur-Saône	0	82	69
01	Dampierre-sur-Salon	0	43	70
02	Gray	0	43	70
03	Héricourt-1	1	43	70
04	Héricourt-2	1	43	70
05	Jussey	0	43	70
06	Lure-1	0	43	70
07	Lure-2	0	43	70
08	Luxeuil-les-Bains	0	43	70
09	Marnay	0	43	70
10	Mélisey	0	43	70
11	Port-sur-Saône	0	43	70
12	Rioz	0	43	70
13	Saint-Loup-sur-Semouse	0	43	70
14	Scey-sur-Saône-et-Saint-Albin	0	43	70
15	Vesoul-1	0	43	70
16	Vesoul-2	0	43	70
17	Villersexel	0	43	70
01	Autun-1	1	26	71
02	Autun-2	1	26	71
03	Blanzy	0	26	71
04	Chagny	0	26	71
05	Chalon-sur-Saône-1	0	26	71
06	Chalon-sur-Saône-2	0	26	71
07	Chalon-sur-Saône-3	0	26	71
08	Chapelle-de-Guinchay	3	26	71
09	Charolles	0	26	71
10	Chauffailles	0	26	71
11	Cluny	0	26	71
12	Creusot-1	2	26	71
13	Creusot-2	2	26	71
14	Cuiseaux	0	26	71
15	Digoin	0	26	71
16	Gergy	0	26	71
17	Givry	0	26	71
18	Gueugnon	0	26	71
19	Hurigny	1	26	71
20	Louhans	0	26	71
21	Mâcon-1	0	26	71
22	Mâcon-2	0	26	71
23	Montceau-les-Mines	0	26	71
24	Ouroux-sur-Saône	1	26	71
25	Paray-le-Monial	0	26	71
26	Pierre-de-Bresse	0	26	71
27	Saint-Rémy	0	26	71
28	Saint-Vallier	0	26	71
29	Tournus	0	26	71
01	Bonnétable	0	52	72
02	Changé	0	52	72
03	Château-du-Loir	0	52	72
04	Écommoy	1	52	72
05	Ferté-Bernard	3	52	72
06	Flèche	3	52	72
07	Loué	0	52	72
08	Lude	2	52	72
09	Mamers	0	52	72
10	Mans-1	2	52	72
11	Mans-2	2	52	72
12	Mans-3	2	52	72
13	Mans-4	2	52	72
14	Mans-5	2	52	72
15	Mans-6	2	52	72
16	Mans-7	2	52	72
17	Sablé-sur-Sarthe	0	52	72
18	Saint-Calais	0	52	72
19	Savigné-l'Évêque	0	52	72
20	Sillé-le-Guillaume	0	52	72
21	Suze-sur-Sarthe	3	52	72
01	Aix-les-Bains-1	1	82	73
02	Aix-les-Bains-2	1	82	73
03	Albertville-1	1	82	73
04	Albertville-2	1	82	73
05	Bourg-Saint-Maurice	0	82	73
06	Bugey savoyard	0	82	73
07	Chambéry-1	0	82	73
08	Chambéry-2	0	82	73
09	Chambéry-3	0	82	73
10	Modane	0	82	73
11	Montmélian	0	82	73
12	Motte-Servolex	3	82	73
13	Moûtiers	0	82	73
14	Pont-de-Beauvoisin	2	82	73
15	Ravoire	3	82	73
16	Saint-Alban-Leysse	0	82	73
17	Saint-Jean-de-Maurienne	0	82	73
18	Saint-Pierre-d'Albigny	0	82	73
19	Ugine	1	82	73
01	Annecy-1	1	82	74
02	Annecy-2	1	82	74
03	Annecy-le-Vieux	1	82	74
04	Annemasse	1	82	74
05	Bonneville	0	82	74
06	Cluses	0	82	74
07	Évian-les-Bains	1	82	74
08	Faverges	0	82	74
09	Gaillard	0	82	74
10	Mont-Blanc	2	82	74
11	Roche-sur-Foron	3	82	74
12	Rumilly	0	82	74
13	Saint-Julien-en-Genevois	0	82	74
14	Sallanches	0	82	74
15	Sciez	0	82	74
16	Seynod	0	82	74
17	Thonon-les-Bains	0	82	74
01	Barentin	0	23	76
02	Bois-Guillaume	0	23	76
03	Bolbec	0	23	76
04	Canteleu	0	23	76
05	Caudebec-lès-Elbeuf	0	23	76
06	Darnétal	0	23	76
07	Dieppe-1	0	23	76
08	Dieppe-2	0	23	76
09	Elbeuf	1	23	76
10	Eu	1	23	76
11	Fécamp	0	23	76
12	Gournay-en-Bray	0	23	76
13	Grand-Quevilly	2	23	76
14	Havre-1	2	23	76
15	Havre-2	2	23	76
16	Havre-3	2	23	76
17	Havre-4	2	23	76
18	Havre-5	2	23	76
19	Havre-6	2	23	76
20	Luneray	0	23	76
21	Mesnil-Esnard	2	23	76
22	Mont-Saint-Aignan	0	23	76
23	Neufchâtel-en-Bray	0	23	76
24	Notre-Dame-de-Bondeville	0	23	76
25	Notre-Dame-de-Gravenchon	0	23	76
26	Octeville-sur-Mer	1	23	76
27	Petit-Quevilly	2	23	76
28	Rouen-1	0	23	76
29	Rouen-2	0	23	76
30	Rouen-3	0	23	76
31	Saint-Étienne-du-Rouvray	0	23	76
32	Saint-Romain-de-Colbosc	0	23	76
33	Saint-Valery-en-Caux	0	23	76
34	Sotteville-lès-Rouen	0	23	76
35	Yvetot	1	23	76
01	Champs-sur-Marne	0	11	77
02	Chelles	0	11	77
03	Claye-Souilly	0	11	77
04	Combs-la-Ville	0	11	77
05	Coulommiers	0	11	77
06	Ferté-sous-Jouarre	3	11	77
07	Fontainebleau	0	11	77
08	Fontenay-Trésigny	0	11	77
09	Lagny-sur-Marne	0	11	77
10	Meaux	0	11	77
11	Melun	0	11	77
12	Mitry-Mory	0	11	77
13	Montereau-Fault-Yonne	0	11	77
14	Nangis	0	11	77
15	Nemours	0	11	77
16	Ozoir-la-Ferrière	1	11	77
17	Pontault-Combault	0	11	77
18	Provins	0	11	77
19	Saint-Fargeau-Ponthierry	0	11	77
20	Savigny-le-Temple	0	11	77
21	Serris	0	11	77
22	Torcy	0	11	77
23	Villeparisis	0	11	77
01	Aubergenville	1	11	78
02	Bonnières-sur-Seine	0	11	78
03	Chatou	0	11	78
04	Chesnay	2	11	78
05	Conflans-Sainte-Honorine	0	11	78
06	Houilles	1	11	78
07	Limay	0	11	78
08	Mantes-la-Jolie	0	11	78
09	Maurepas	0	11	78
10	Montigny-le-Bretonneux	0	11	78
11	Mureaux	4	11	78
12	Plaisir	0	11	78
13	Poissy	0	11	78
14	Rambouillet	0	11	78
15	Saint-Cyr-l'École	0	11	78
16	Saint-Germain-en-Laye	0	11	78
17	Sartrouville	0	11	78
18	Trappes	0	11	78
19	Verneuil-sur-Seine	0	11	78
20	Versailles-1	0	11	78
21	Versailles-2	0	11	78
01	Autize-Egray	1	54	79
02	Bressuire	0	54	79
03	Celles-sur-Belle	0	54	79
04	Cerizay	0	54	79
05	Frontenay-Rohan-Rohan	0	54	79
06	Gâtine	3	54	79
07	Mauléon	0	54	79
08	Melle	0	54	79
09	Mignon-et-Boutonne	0	54	79
10	Niort-1	0	54	79
11	Niort-2	0	54	79
12	Niort-3	0	54	79
13	Parthenay	0	54	79
14	Plaine Niortaise	3	54	79
15	Saint-Maixent-l'École	0	54	79
16	Thouars	0	54	79
17	Val de Thouet	2	54	79
01	Abbeville-1	1	22	80
02	Abbeville-2	1	22	80
03	Ailly-sur-Noye	1	22	80
04	Ailly-sur-Somme	1	22	80
05	Albert	1	22	80
06	Amiens-1	1	22	80
07	Amiens-2	1	22	80
08	Amiens-3	1	22	80
09	Amiens-4	1	22	80
10	Amiens-5	1	22	80
11	Amiens-6	1	22	80
12	Amiens-7	1	22	80
13	Corbie	0	22	80
14	Doullens	0	22	80
15	Flixecourt	0	22	80
16	Friville-Escarbotin	0	22	80
17	Gamaches	0	22	80
18	Ham	0	22	80
19	Moreuil	0	22	80
20	Péronne	0	22	80
21	Poix-de-Picardie	0	22	80
22	Roye	0	22	80
23	Rue	0	22	80
01	Albi-1	1	73	81
02	Albi-2	1	73	81
03	Albi-3	1	73	81
04	Albi-4	1	73	81
05	Carmaux-1 Le Ségala	0	73	81
06	Carmaux-2 Vallée du Cérou	0	73	81
07	Castres-1	0	73	81
08	Castres-2	0	73	81
09	Castres-3	0	73	81
10	Deux Rives	4	73	81
11	Gaillac	0	73	81
12	Graulhet	0	73	81
13	Haut Dadou	2	73	81
14	Hautes Terres d'Oc	4	73	81
15	Lavaur Cocagne	0	73	81
16	Mazamet-1	0	73	81
17	Mazamet-2 Vallée du Thoré	0	73	81
18	Montagne noire	3	73	81
19	Pastel	2	73	81
20	Plaine de l'Agoût	0	73	81
21	Portes du Tarn	4	73	81
22	Saint-Juéry	0	73	81
23	Vignobles et Bastides	0	73	81
01	Aveyron-Lère	1	73	82
02	Beaumont-de-Lomagne	0	73	82
03	Castelsarrasin	0	73	82
04	Garonne-Lomagne-Brulhois	0	73	82
05	Moissac	0	73	82
06	Montauban-1	0	73	82
07	Montauban-2	0	73	82
08	Montauban-3	0	73	82
09	Montech	0	73	82
10	Pays de Serres Sud-Quercy	0	73	82
11	Quercy-Aveyron	0	73	82
12	Quercy-Rouergue	0	73	82
13	Tarn-Tescou-Quercy vert	0	73	82
14	Valence	0	73	82
15	Verdun-sur-Garonne	0	73	82
01	Brignoles	0	93	83
02	Crau	3	93	83
03	Draguignan	0	93	83
04	Flayosc	0	93	83
05	Fréjus	0	93	83
06	Garde	3	93	83
07	Garéoult	0	93	83
08	Hyères	1	93	83
09	Luc	2	93	83
10	Ollioules	1	93	83
11	Roquebrune-sur-Argens	0	93	83
12	Saint-Cyr-sur-Mer	0	93	83
13	Saint-Maximin-la-Sainte-Baume	0	93	83
14	Saint-Raphaël	0	93	83
15	Sainte-Maxime	0	93	83
16	Seyne-sur-Mer-1	3	93	83
17	Seyne-sur-Mer-2	3	93	83
18	Solliès-Pont	0	93	83
19	Toulon-1	0	93	83
20	Toulon-2	0	93	83
21	Toulon-3	0	93	83
22	Toulon-4	0	93	83
23	Vidauban	0	93	83
01	Apt	1	93	84
02	Avignon-1	1	93	84
03	Avignon-2	1	93	84
04	Avignon-3	1	93	84
05	Bollène	0	93	84
06	Carpentras	0	93	84
07	Cavaillon	0	93	84
08	Cheval-Blanc	0	93	84
09	Isle-sur-la-Sorgue	5	93	84
10	Monteux	0	93	84
11	Orange	1	93	84
12	Pernes-les-Fontaines	0	93	84
13	Pertuis	0	93	84
14	Pontet	2	93	84
15	Sorgues	0	93	84
16	Vaison-la-Romaine	0	93	84
17	Valréas	0	93	84
01	Aizenay	1	52	85
02	Challans	0	52	85
03	Chantonnay	0	52	85
04	Châtaigneraie	3	52	85
05	Fontenay-le-Comte	0	52	85
06	Herbiers	4	52	85
07	île-d'Yeu	5	52	85
08	Luçon	0	52	85
09	Mareuil-sur-Lay-Dissais	0	52	85
10	Montaigu	0	52	85
11	Mortagne-sur-Sèvre	0	52	85
12	Roche-sur-Yon-1	3	52	85
13	Roche-sur-Yon-2	3	52	85
14	Sables-d'Olonne	4	52	85
15	Saint-Hilaire-de-Riez	0	52	85
16	Saint-Jean-de-Monts	0	52	85
17	Talmont-Saint-Hilaire	0	52	85
01	Chasseneuil-du-Poitou	0	54	86
02	Châtellerault-1	0	54	86
03	Châtellerault-2	0	54	86
04	Châtellerault-3	0	54	86
05	Chauvigny	0	54	86
06	Civray	0	54	86
07	Jaunay-Clan	0	54	86
08	Loudun	0	54	86
09	Lusignan	0	54	86
10	Lussac-les-Châteaux	0	54	86
11	Migné-Auxances	0	54	86
12	Montmorillon	0	54	86
13	Poitiers-1	0	54	86
14	Poitiers-2	0	54	86
15	Poitiers-3	0	54	86
16	Poitiers-4	0	54	86
17	Poitiers-5	0	54	86
18	Vivonne	0	54	86
19	Vouneuil-sous-Biard	0	54	86
01	Aixe-sur-Vienne	1	74	87
02	Ambazac	1	74	87
03	Bellac	0	74	87
04	Châteauponsac	0	74	87
05	Condat-sur-Vienne	0	74	87
06	Couzeix	0	74	87
07	Eymoutiers	1	74	87
08	Limoges-1	0	74	87
09	Limoges-2	0	74	87
10	Limoges-3	0	74	87
11	Limoges-4	0	74	87
12	Limoges-5	0	74	87
13	Limoges-6	0	74	87
14	Limoges-7	0	74	87
15	Limoges-8	0	74	87
16	Limoges-9	0	74	87
17	Panazol	0	74	87
18	Rochechouart	0	74	87
19	Saint-Junien	0	74	87
20	Saint-Léonard-de-Noblat	0	74	87
21	Saint-Yrieix-la-Perche	0	74	87
01	Bresse	3	41	88
02	Bruyères	0	41	88
03	Charmes	0	41	88
04	Darney	0	41	88
05	Épinal-1	1	41	88
06	Épinal-2	1	41	88
07	Gérardmer	0	41	88
08	Golbey	0	41	88
09	Mirecourt	0	41	88
10	Neufchâteau	0	41	88
11	Raon-l'Etape	0	41	88
12	Remiremont	0	41	88
13	Saint-Dié-des-Vosges-1	0	41	88
14	Saint-Dié-des-Vosges-2	0	41	88
15	Thillot	2	41	88
16	Val-d'Ajol	2	41	88
17	Vittel	0	41	88
01	Auxerre-1	1	26	89
02	Auxerre-2	1	26	89
03	Auxerre-3	1	26	89
04	Auxerre-4	1	26	89
05	Avallon	1	26	89
06	Brienon-sur-Armançon	0	26	89
07	Chablis	0	26	89
08	Charny	0	26	89
09	Cœur de Puisaye	0	26	89
10	Gâtinais en Bourgogne	0	26	89
11	Joigny	0	26	89
12	Joux-la-Ville	0	26	89
13	Migennes	0	26	89
14	Pont-sur-Yonne	0	26	89
15	Saint-Florentin	0	26	89
16	Sens-1	0	26	89
17	Sens-2	0	26	89
18	Thorigny-sur-Oreuse	0	26	89
19	Tonnerrois	0	26	89
20	Villeneuve-sur-Yonne	0	26	89
21	Vincelles	0	26	89
01	Bavilliers	0	43	90
02	Belfort-1	0	43	90
03	Belfort-2	0	43	90
04	Belfort-3	0	43	90
05	Châtenois-les-Forges	0	43	90
06	Delle	0	43	90
07	Giromagny	0	43	90
08	Grandvillars	0	43	90
09	Valdoie	0	43	90
01	Arpajon	1	11	91
02	Athis-Mons	1	11	91
03	Brétigny-sur-Orge	0	11	91
04	Corbeil-Essonnes	0	11	91
05	Dourdan	0	11	91
06	Draveil	0	11	91
07	Épinay-sous-Sénart	1	11	91
08	Étampes	1	11	91
09	Évry	1	11	91
10	Gif-sur-Yvette	0	11	91
11	Longjumeau	0	11	91
12	Massy	0	11	91
13	Mennecy	0	11	91
14	Palaiseau	0	11	91
15	Ris-Orangis	0	11	91
16	Sainte-Geneviève-des-Bois	0	11	91
17	Savigny-sur-Orge	0	11	91
18	Ulis	4	11	91
19	Vigneux-sur-Seine	0	11	91
20	Viry-Châtillon	0	11	91
21	Yerres	1	11	91
01	Antony	1	11	92
02	Asnières-sur-Seine	1	11	92
03	Bagneux	0	11	92
04	Boulogne-Billancourt-1	0	11	92
05	Boulogne-Billancourt-2	0	11	92
06	Châtenay-Malabry	0	11	92
07	Châtillon	0	11	92
08	Clamart	0	11	92
09	Clichy	0	11	92
10	Colombes-1	0	11	92
11	Colombes-2	0	11	92
12	Courbevoie-1	0	11	92
13	Courbevoie-2	0	11	92
14	Gennevilliers	0	11	92
15	Issy-les-Moulineaux	1	11	92
16	Levallois-Perret	0	11	92
17	Meudon	0	11	92
18	Montrouge	0	11	92
19	Nanterre-1	0	11	92
20	Nanterre-2	0	11	92
21	Neuilly-sur-Seine	0	11	92
22	Rueil-Malmaison	0	11	92
23	Saint-Cloud	0	11	92
01	Aubervilliers	1	11	93
02	Aulnay-sous-Bois	1	11	93
03	Bagnolet	0	11	93
04	Blanc-Mesnil	2	11	93
05	Bobigny	0	11	93
06	Bondy	0	11	93
07	Courneuve	3	11	93
08	Drancy	0	11	93
09	Épinay-sur-Seine	1	11	93
10	Gagny	0	11	93
11	Livry-Gargan	0	11	93
12	Montreuil-1	0	11	93
13	Montreuil-2	0	11	93
14	Noisy-le-Grand	0	11	93
15	Pantin	0	11	93
16	Saint-Denis-1	0	11	93
17	Saint-Denis-2	0	11	93
18	Saint-Ouen	0	11	93
19	Sevran	0	11	93
20	Tremblay-en-France	0	11	93
21	Villemomble	0	11	93
01	Alfortville	1	11	94
02	Cachan	0	11	94
03	Champigny-sur-Marne-1	0	11	94
04	Champigny-sur-Marne-2	0	11	94
05	Charenton-le-Pont	0	11	94
06	Choisy-le-Roi	0	11	94
07	Créteil-1	0	11	94
08	Créteil-2	0	11	94
09	Fontenay-sous-Bois	0	11	94
10	Haÿ-les-Roses	5	11	94
11	Ivry-sur-Seine	1	11	94
12	Kremlin-Bicêtre	2	11	94
13	Maisons-Alfort	0	11	94
14	Nogent-sur-Marne	0	11	94
15	Orly	1	11	94
16	Plateau briard	0	11	94
17	Saint-Maur-des-Fossés-1	0	11	94
18	Saint-Maur-des-Fossés-2	0	11	94
19	Thiais	0	11	94
20	Villejuif	0	11	94
21	Villeneuve-Saint-Georges	0	11	94
22	Villiers-sur-Marne	0	11	94
23	Vincennes	0	11	94
24	Vitry-sur-Seine-1	0	11	94
25	Vitry-sur-Seine-2	0	11	94
01	Argenteuil-1	1	11	95
02	Argenteuil-2	1	11	95
03	Argenteuil-3	1	11	95
04	Cergy-1	0	11	95
05	Cergy-2	0	11	95
06	Deuil-la-Barre	0	11	95
07	Domont	0	11	95
08	Ermont	1	11	95
09	Fosses	0	11	95
10	Franconville	0	11	95
11	Garges-lès-Gonesse	0	11	95
12	Goussainville	0	11	95
13	Herblay	1	11	95
14	Isle-Adam	5	11	95
15	Montmorency	0	11	95
16	Pontoise	0	11	95
17	Saint-Ouen-l'Aumône	0	11	95
18	Sarcelles	0	11	95
19	Taverny	0	11	95
20	Vauréal	0	11	95
21	Villiers-le-Bel	0	11	95
01	Abymes-1	4	01	971
02	Abymes-2	4	01	971
03	Abymes-3	4	01	971
04	Baie-Mahault-1	0	01	971
05	Baie-Mahault-2	0	01	971
06	Basse-Terre	0	01	971
07	Capesterre-Belle-Eau	0	01	971
08	Gosier	2	01	971
09	Lamentin	0	01	971
10	Marie-Galante	0	01	971
11	Moule	2	01	971
12	Morne-à-l'Eau	0	01	971
13	Petit-Bourg	0	01	971
14	Petit-Canal	0	01	971
15	Pointe-à-Pitre	0	01	971
16	Saint-François	0	01	971
17	Sainte-Anne	0	01	971
18	Sainte-Rose-1	0	01	971
19	Sainte-Rose-2	0	01	971
20	Trois-Rivières	0	01	971
21	Vieux-Habitants	0	01	971
01	Étang-Salé	5	04	974
02	Port	2	04	974
03	Possession	3	04	974
04	Saint-André-1	0	04	974
05	Saint-André-2	0	04	974
06	Saint-André-3	0	04	974
07	Saint-Benoît-1	0	04	974
08	Saint-Benoît-2	0	04	974
09	Saint-Denis-1	0	04	974
10	Saint-Denis-2	0	04	974
11	Saint-Denis-3	0	04	974
12	Saint-Denis-4	0	04	974
13	Saint-Joseph	0	04	974
14	Saint-Leu	0	04	974
15	Saint-Louis-1	0	04	974
16	Saint-Louis-2	0	04	974
17	Saint-Paul-1	0	04	974
18	Saint-Paul-2	0	04	974
19	Saint-Paul-3	0	04	974
20	Saint-Pierre-1	0	04	974
21	Saint-Pierre-2	0	04	974
22	Saint-Pierre-3	0	04	974
23	Sainte-Marie	0	04	974
24	Tampon-1	2	04	974
25	Tampon-2	2	04	974
01	Bandraboua	0	06	976
02	Bouéni	0	06	976
03	Dembeni	0	06	976
04	Dzaoudzi	0	06	976
05	Koungou	0	06	976
06	Mamoudzou-1	0	06	976
07	Mamoudzou-2	0	06	976
08	Mamoudzou-3	0	06	976
09	Mtsamboro	0	06	976
10	Ouangani	1	06	976
11	Pamandzi	0	06	976
12	Sada	0	06	976
13	Tsingoni	0	06	976
